location,county_zone,state,date,time,timezone,type,deaths,injuries,property_damage_dollars,crop_damage_dollars
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2014-08-02,6:45:00 PM,PST-8,Wildfire,0,0,2.00K,0.00K
EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2014-11-13,4:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2014-11-21,8:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2014-11-21,8:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2014-11-21,8:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2014-11-21,8:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2014-11-21,8:00:00 AM,PST-8,Winter Weather,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2014-11-21,8:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2014-11-21,8:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2014-11-21,8:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2014-11-21,8:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2014-11-21,8:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2014-11-21,8:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2014-11-21,8:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2014-11-21,9:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2014-11-21,9:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2014-11-21,9:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2014-11-25,12:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2014-11-25,12:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2014-11-25,12:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2014-11-25,12:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2014-11-25,12:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2014-11-25,12:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2014-11-25,12:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2014-11-25,12:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2014-11-25,12:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2014-11-25,12:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2014-11-25,12:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2014-11-25,12:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2014-11-25,12:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2014-12-19,2:00:00 AM,PST-8,Winter Weather,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2014-12-19,2:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2014-12-19,2:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2014-12-19,2:00:00 AM,PST-8,Winter Weather,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2014-12-19,2:00:00 AM,PST-8,Winter Weather,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2014-12-19,2:00:00 AM,PST-8,Winter Weather,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2014-12-19,4:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2014-12-19,2:00:00 PM,PST-8,Winter Weather,0,0,0.00K,0.00K
NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2014-12-24,4:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2014-12-27,7:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2014-12-27,7:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2014-12-27,7:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2014-12-27,7:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2014-12-27,7:00:00 AM,PST-8,Winter Weather,0,0,0.00K,0.00K
NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2014-12-27,7:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2014-12-27,7:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2014-12-27,7:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2014-12-27,7:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2014-12-27,7:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2014-12-27,7:00:00 AM,PST-8,Winter Weather,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2014-12-27,7:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2014-12-27,8:00:00 AM,PST-8,Winter Weather,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-01-03,10:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-01-03,10:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-01-03,10:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2015-01-03,10:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-01-03,10:00:00 PM,PST-8,Winter Weather,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-01-04,1:00:00 AM,PST-8,Winter Weather,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2015-01-04,1:00:00 AM,PST-8,Winter Weather,0,0,0.00K,0.00K
EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2015-01-04,1:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-01-04,10:00:00 PM,PST-8,Winter Storm,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-01-04,10:00:00 PM,PST-8,Winter Weather,0,0,0.00K,0.00K
LEAVENWORTH,CHELAN CO.,WA,2015-01-05,12:00:00 PM,PST-8,Flood,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-01-15,4:00:00 PM,PST-8,Winter Weather,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-01-15,4:00:00 PM,PST-8,Winter Weather,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2015-01-15,4:00:00 PM,PST-8,Winter Weather,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2015-01-15,4:00:00 PM,PST-8,Winter Weather,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-01-15,4:00:00 PM,PST-8,Winter Weather,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-01-15,4:00:00 PM,PST-8,Winter Weather,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2015-01-15,4:00:00 PM,PST-8,Winter Weather,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2015-01-15,4:00:00 PM,PST-8,Winter Weather,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-01-15,4:00:00 PM,PST-8,Winter Weather,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2015-01-15,4:00:00 PM,PST-8,Winter Weather,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2015-01-15,6:00:00 PM,PST-8,Winter Weather,0,0,0.00K,0.00K
MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2015-01-15,6:00:00 PM,PST-8,Winter Weather,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2015-01-15,9:00:00 PM,PST-8,Winter Weather,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2015-01-15,10:00:00 PM,PST-8,Winter Weather,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-01-17,11:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2015-01-17,11:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2015-01-17,11:00:00 AM,PST-8,Winter Weather,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-01-17,11:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2015-01-17,11:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-01-17,11:00:00 AM,PST-8,Winter Weather,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-01-17,11:00:00 AM,PST-8,Winter Weather,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-01-17,11:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2015-01-17,11:00:00 AM,PST-8,Winter Weather,0,0,0.00K,0.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2015-01-17,11:00:00 AM,PST-8,Winter Weather,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-01-17,11:00:00 AM,PST-8,Winter Weather,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-01-17,11:00:00 AM,PST-8,Winter Weather,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2015-01-17,11:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-01-17,11:00:00 AM,PST-8,Winter Weather,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-01-17,11:00:00 AM,PST-8,Winter Weather,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-01-17,11:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-01-17,11:00:00 AM,PST-8,Winter Weather,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-01-17,11:00:00 AM,PST-8,Winter Weather,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-01-17,11:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-01-17,11:00:00 AM,PST-8,Winter Weather,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-01-17,11:00:00 AM,PST-8,Winter Weather,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2015-01-17,12:00:00 PM,PST-8,Winter Weather,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-02-01,9:00:00 AM,PST-8,Winter Weather,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2015-02-01,9:00:00 AM,PST-8,Winter Weather,0,0,0.00K,0.00K
ROCK IS,DOUGLAS CO.,WA,2015-02-07,10:00:00 AM,PST-8,Flood,0,0,0.00K,0.00K
OMAK,OKANOGAN CO.,WA,2015-05-29,2:40:00 PM,PST-8,Heavy Rain,0,0,0.00K,0.00K
CHELAN,CHELAN CO.,WA,2015-05-29,3:30:00 PM,PST-8,Heavy Rain,0,0,0.00K,0.00K
BRIDGEPORT,DOUGLAS CO.,WA,2015-05-29,4:20:00 PM,PST-8,Heavy Rain,0,0,5.00K,0.00K
MANSFIELD,DOUGLAS CO.,WA,2015-06-01,6:10:00 PM,PST-8,Heavy Rain,0,0,0.00K,0.00K
ROYAL CITY,GRANT CO.,WA,2015-06-01,6:35:00 PM,PST-8,Heavy Rain,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2015-06-28,2:30:00 PM,PST-8,Wildfire,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2015-06-28,2:30:00 PM,PST-8,Wildfire,0,0,0.00K,0.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2015-06-30,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2015-07-01,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2015-07-01,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2015-07-01,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2015-07-01,12:01:00 PM,PST-8,Wildfire,0,0,0.00K,0.00K
MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2015-07-02,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-07-02,1:00:00 PM,PST-8,Wildfire,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2015-07-03,2:50:00 PM,PST-8,Wildfire,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-07-03,3:00:00 PM,PST-8,Wildfire,0,0,0.00K,0.00K
MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2015-07-05,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2015-07-05,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2015-07-05,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2015-07-10,6:00:00 PM,PST-8,Wildfire,0,0,0.00K,0.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2015-07-15,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2015-07-20,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
BLUE MOUNTAIN FOOTHILLS ...,BLUE MOUNTAIN FOOTHILLS ...,WA,2015-07-20,11:30:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2015-07-20,2:00:00 PM,PST-8,Wildfire,0,0,0.00K,0.00K
BLUE MOUNTAIN FOOTHILLS ...,BLUE MOUNTAIN FOOTHILLS ...,WA,2015-08-01,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2015-08-01,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-08-01,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2015-08-10,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2015-08-10,5:00:00 PM,PST-8,Wildfire,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2015-08-13,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2015-08-13,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2015-08-13,12:00:00 PM,PST-8,Wildfire,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-08-14,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2015-08-14,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2015-08-14,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-08-14,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2015-08-14,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2015-08-14,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2015-08-14,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2015-08-21,10:22:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2015-09-01,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-09-01,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2015-09-01,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2015-09-01,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2015-09-01,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-09-01,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2015-09-01,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2015-09-01,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-09-01,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2015-09-01,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2015-09-01,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2015-09-01,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2015-10-01,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-10-01,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
TELMA,CHELAN CO.,WA,2015-10-31,12:00:00 AM,PST-8,Flood,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2015-11-23,8:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2015-11-23,9:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-02,12:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2015-12-02,7:01:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-02,7:01:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-02,7:01:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-02,7:01:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2015-12-02,7:01:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2015-12-02,7:01:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-02,7:01:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-02,7:01:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-04,7:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-04,7:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
