location,county_zone,state,date,time,timezone,type,deaths,injuries,property_damage_dollars,crop_damage_dollars
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-04,7:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-04,8:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2015-12-04,10:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-04,11:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2015-12-05,7:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-05,7:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-05,7:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2015-12-05,7:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-05,7:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2015-12-05,7:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2015-12-05,10:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
CASHMERE DRYDEN ARPT,CHELAN CO.,WA,2015-12-09,7:00:00 AM,PST-8,Flood,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-12,12:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2015-12-12,12:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-12,12:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-12,12:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2015-12-13,5:30:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2015-12-17,12:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-17,4:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2015-12-17,6:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2015-12-17,9:30:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
SIMCOE HIGHLANDS (ZONE),SIMCOE HIGHLANDS (ZONE),WA,2015-12-17,12:45:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2015-12-17,1:00:00 PM,PST-8,Winter Weather,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2015-12-17,1:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2015-12-17,1:45:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2015-12-17,2:30:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-20,6:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-20,6:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2015-12-21,4:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2015-12-21,4:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2015-12-21,4:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2015-12-21,4:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2015-12-21,4:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-21,7:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-21,7:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-21,7:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-21,7:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2015-12-21,12:30:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2015-12-21,12:45:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2015-12-21,1:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2015-12-21,1:44:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2015-12-22,8:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-22,5:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2016-01-03,7:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2016-01-03,7:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2016-01-03,7:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2016-01-03,7:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2016-01-03,7:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2016-01-03,7:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2016-01-03,7:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2016-01-03,7:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2016-01-03,7:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2016-01-03,7:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2016-01-03,7:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2016-01-03,7:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2016-01-03,7:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2016-01-03,7:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2016-01-03,7:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2016-01-03,7:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2016-01-03,7:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2016-01-03,7:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2016-01-03,7:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2016-01-12,4:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2016-01-12,4:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2016-01-12,4:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2016-01-12,4:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2016-01-12,4:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2016-01-15,10:00:00 PM,PST-8,Winter Weather,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2016-01-15,10:00:00 PM,PST-8,Winter Weather,0,0,0.00K,0.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2016-01-15,10:00:00 PM,PST-8,Winter Weather,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2016-01-15,10:00:00 PM,PST-8,Winter Weather,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2016-01-17,7:00:00 AM,PST-8,Winter Weather,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2016-01-19,12:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2016-01-19,12:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2016-01-19,1:30:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2016-01-20,11:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
HARWOOD,YAKIMA CO.,WA,2016-03-06,1:59:00 AM,PST-8,Flood,0,0,300.00K,0.00K
(YKM)YAKIMA AIR TERM,YAKIMA CO.,WA,2016-03-06,1:59:00 AM,PST-8,Flood,0,0,0.00K,0.00K
EAST WENATCHEE,DOUGLAS CO.,WA,2016-03-09,8:00:00 PM,PST-8,Flood,0,0,2.00K,0.00K
MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2016-05-29,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2016-06-01,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2016-06-08,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
TWISP ARPT,OKANOGAN CO.,WA,2016-07-19,4:10:00 PM,PST-8,Heavy Rain,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2016-07-22,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
WINTHROP,OKANOGAN CO.,WA,2016-07-26,5:10:00 PM,PST-8,Flood,0,0,1.00K,0.00K
WINTHROP,OKANOGAN CO.,WA,2016-07-26,5:10:00 PM,PST-8,Flood,0,0,1.00K,0.00K
WINTHROP,OKANOGAN CO.,WA,2016-07-26,5:10:00 PM,PST-8,Flood,0,0,1.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2016-07-29,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2016-07-30,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2016-07-30,6:15:00 PM,PST-8,Wildfire,0,0,0.00K,0.00K
LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2016-07-31,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2016-08-01,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2016-08-01,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2016-08-01,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2016-08-01,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2016-08-01,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2016-08-02,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2016-08-06,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2016-08-10,12:01:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2016-08-21,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2016-08-21,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2016-08-24,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2016-09-01,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2016-09-01,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2016-09-11,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2016-10-01,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2016-10-01,12:00:00 AM,PST-8,Wildfire,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2016-11-24,12:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2016-11-24,9:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2016-12-04,12:30:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2016-12-05,9:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2016-12-05,10:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2016-12-05,10:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2016-12-05,10:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2016-12-08,11:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
SIMCOE HIGHLANDS (ZONE),SIMCOE HIGHLANDS (ZONE),WA,2016-12-08,11:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2016-12-08,3:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2016-12-08,3:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
BLUE MOUNTAIN FOOTHILLS ...,BLUE MOUNTAIN FOOTHILLS ...,WA,2016-12-12,4:10:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2016-12-12,4:27:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
SIMCOE HIGHLANDS (ZONE),SIMCOE HIGHLANDS (ZONE),WA,2016-12-14,1:30:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
BLUE MOUNTAIN FOOTHILLS ...,BLUE MOUNTAIN FOOTHILLS ...,WA,2016-12-14,3:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2016-12-14,3:27:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2016-12-19,6:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2016-12-19,6:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2016-12-19,6:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2016-12-19,6:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2016-12-19,6:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2016-12-26,6:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2016-12-26,8:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2016-12-26,10:10:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2016-12-27,3:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2016-12-27,3:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2016-12-27,3:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2016-12-27,3:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2016-12-27,3:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2016-12-27,3:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2016-12-27,3:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2016-12-27,3:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2017-01-01,7:00:00 AM,PST-8,Winter Storm,0,0,0.00K,0.00K
YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2017-01-01,9:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
SIMCOE HIGHLANDS (ZONE),SIMCOE HIGHLANDS (ZONE),WA,2017-01-07,10:30:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2017-01-07,10:30:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2017-01-07,1:02:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2017-01-07,1:08:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2017-01-07,3:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2017-01-07,4:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2017-01-07,8:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2017-01-07,8:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2017-01-10,2:00:00 PM,PST-8,Blizzard,0,0,0.00K,0.00K
WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2017-01-10,2:00:00 PM,PST-8,Blizzard,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2017-01-10,4:00:00 PM,PST-8,Winter Weather,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2017-01-17,7:00:00 AM,PST-8,Winter Storm,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2017-01-17,7:00:00 AM,PST-8,Winter Storm,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2017-01-17,7:00:00 AM,PST-8,Winter Storm,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2017-01-17,7:00:00 AM,PST-8,Winter Storm,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2017-01-17,8:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2017-01-17,8:00:00 AM,PST-8,Winter Storm,0,0,0.00K,0.00K
UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2017-01-17,8:00:00 AM,PST-8,Winter Storm,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2017-01-17,8:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2017-01-17,8:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2017-01-17,11:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2017-01-17,11:00:00 AM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2017-01-17,12:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2017-01-17,12:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2017-01-17,12:00:00 PM,PST-8,Winter Storm,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2017-01-17,1:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2017-01-17,1:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2017-01-17,1:00:00 PM,PST-8,Heavy Snow,0,0,0.00K,0.00K
