,Year,County,Month,Average_Temperature,Highest_Temperature,Lowest_Temperature,Precipitation_(inches),Temperature_difference,Snowfall_(inches)
2103,1935,Grant,Mar,40.64624266934116,78.78821612580653,30.219847730632644,0.26,48.568368395173884,0.0
2104,1936,Grant,Mar,41.3,67.0,24.0,0.14,43.0,0.0
2105,1937,Grant,Mar,44.7,65.0,27.0,0.98,38.0,0.4
2106,1938,Grant,Mar,43.1,61.0,25.0,1.7,36.0,0.4
2107,1939,Grant,Mar,38.19703636142809,74.0,27.19117369931211,0.79,46.80882630068789,7.5
2108,1940,Grant,Mar,47.3,72.0,28.0,0.99,44.0,7.5
2109,1941,Grant,Mar,49.2,74.0,24.0,0.44,50.0,7.5
2110,1942,Grant,Mar,42.8,74.0,25.0,0.22,49.0,7.5
2111,1943,Grant,Mar,37.9,60.0,4.0,0.65,56.0,7.5
2112,1944,Grant,Mar,39.3,69.0,21.0,0.13,48.0,1.3
2113,1945,Grant,Mar,41.9,69.0,13.0,1.11,56.0,1.3
2114,1946,Grant,Mar,37.14534907369412,71.89820221000959,25.811499183206493,0.9078768038088418,46.08670302680309,1.3
2115,1947,Grant,Mar,44.1,72.0,22.0,0.36,50.0,1.3
2116,1948,Grant,Mar,38.9,65.0,19.0,0.05,46.0,1.3
2117,1949,Grant,Mar,40.4,60.0,23.0,0.94,37.0,2.8
2118,1950,Grant,Mar,38.1,56.0,15.0,1.6,41.0,1.3
2119,1951,Grant,Mar,34.3,57.0,9.0,0.79,48.0,9.8
2120,1952,Grant,Mar,39.0,64.0,20.0,0.4,44.0,9.8
2121,1953,Grant,Mar,41.7,63.0,24.0,0.56,39.0,9.8
2122,1954,Grant,Mar,37.4,60.0,18.0,0.69,42.0,9.8
2123,1955,Grant,Mar,33.3,52.0,0.0,0.47,52.0,9.8
2124,1956,Grant,Mar,36.8,57.0,15.0,0.32,42.0,0.2
2125,1957,Grant,Mar,39.8,58.0,24.0,1.78,34.0,3.3
2126,1958,Grant,Mar,41.2,60.0,24.0,0.6,36.0,1.0
2127,1959,Grant,Mar,40.8,59.0,25.0,0.72,34.0,1.0
2128,1960,Grant,Mar,39.6,71.0,10.0,0.97,61.0,4.3
2129,1961,Grant,Mar,41.9,65.0,20.0,1.85,45.0,4.5
2130,1962,Grant,Mar,38.0,66.0,16.0,0.93,50.0,6.9
2131,1963,Grant,Mar,42.7,63.0,24.0,0.52,39.0,6.9
2132,1964,Grant,Mar,38.2,68.0,17.0,0.37,51.0,6.9
2133,1965,Grant,Mar,37.6,61.0,11.0,0.13,50.0,0.0
2134,1966,Grant,Mar,40.7,72.0,19.0,0.41,53.0,1.5
2135,1967,Grant,Mar,40.4,56.0,20.0,0.3,36.0,0.0
2136,1968,Grant,Mar,44.7,66.0,28.0,0.08,38.0,0.0
2137,1969,Grant,Mar,39.6,67.0,17.0,0.04,50.0,0.0
2138,1970,Grant,Mar,40.0,58.0,16.0,0.93,42.0,0.0
2139,1971,Grant,Mar,35.8,59.0,12.0,1.29,47.0,0.0
2140,1972,Grant,Mar,42.6,68.0,23.0,1.02,45.0,0.0
2141,1973,Grant,Mar,43.1,62.0,25.0,0.41,37.0,0.0
2142,1974,Grant,Mar,41.4,62.0,20.0,1.19,42.0,0.0
2143,1975,Grant,Mar,36.0,52.0,22.0,1.26,30.0,3.0
2144,1976,Grant,Mar,37.9,62.0,13.0,0.61,49.0,0.0
2145,1977,Grant,Mar,40.6,63.0,21.0,0.65,42.0,0.0
2146,1978,Grant,Mar,43.6,66.0,20.0,0.95,46.0,0.0
2147,1979,Grant,Mar,43.4,68.0,25.0,0.06,43.0,0.0
2148,1980,Grant,Mar,39.9,60.0,21.0,1.11,39.0,0.0
2149,1981,Grant,Mar,45.0,65.0,24.0,0.48,41.0,0.0
2150,1982,Grant,Mar,41.5,62.0,25.0,1.05,37.0,0.0
2151,1983,Grant,Mar,41.87178880518673,70.009816548457,30.0,2.64,40.009816548456996,0.0
2152,1984,Grant,Mar,44.2,66.0,24.0,1.43,42.0,0.0
2153,1985,Grant,Mar,37.4,57.0,17.0,0.18,40.0,0.0
2154,1986,Grant,Mar,44.6,66.0,17.0,0.95,49.0,0.0
2155,1987,Grant,Mar,43.8,67.0,24.0,2.29,43.0,0.0
2156,1988,Grant,Mar,43.6,61.0,27.0,0.55,34.0,0.0
2157,1989,Grant,Mar,38.8,57.0,5.0,1.38,52.0,1.3
2158,1990,Grant,Mar,43.8,68.0,25.0,0.36,43.0,0.0
2159,1991,Grant,Mar,40.0,69.0,23.0,0.93,46.0,0.0
2160,1992,Grant,Mar,47.7,71.0,30.0,0.68,41.0,0.0
2161,1993,Grant,Mar,38.6,58.0,9.0,0.78,49.0,1.5
2162,1994,Grant,Mar,45.2,73.0,22.0,0.14,51.0,0.0
2163,1995,Grant,Mar,28.502375897009802,67.0,19.0,2.07,48.0,0.0
2164,1996,Grant,Mar,40.1,61.0,20.0,0.48,41.0,0.0
2165,1997,Grant,Mar,40.6,64.0,22.0,1.35,42.0,0.0
2166,1998,Grant,Mar,43.2,65.0,26.0,1.12,39.0,0.0
2167,1999,Grant,Mar,41.8,70.0,24.0,0.49,46.0,0.0
2168,2000,Grant,Mar,40.5,62.0,23.0,1.55,39.0,0.0
2169,2001,Grant,Mar,40.6,64.0,16.0,1.24,48.0,0.0
2170,2002,Grant,Mar,35.0,60.0,11.0,0.2,49.0,0.0
2171,2003,Grant,Mar,41.4,65.0,17.0,0.68,48.0,0.6
2172,2004,Grant,Mar,46.2,70.0,26.0,0.61,44.0,1.0
2173,2005,Grant,Mar,45.3,66.0,21.0,0.58,45.0,0.0
2174,2006,Grant,Mar,40.6,62.0,22.0,0.81,40.0,0.0
2175,2007,Grant,Mar,42.9,66.0,18.0,0.47,48.0,0.0
2176,2008,Grant,Mar,39.1,54.0,23.0,0.97,31.0,0.0
2177,2009,Grant,Mar,36.7,59.0,9.0,0.53,50.0,0.0
2178,2010,Grant,Mar,43.0,63.0,23.0,0.69,40.0,0.0
2179,2011,Grant,Mar,40.8,65.0,23.0,2.19,42.0,0.0
2180,2012,Grant,Mar,40.3,62.0,20.0,4.13,42.0,0.0
2181,2013,Grant,Mar,42.2,69.0,22.0,0.83,47.0,0.0
2182,2014,Grant,Mar,41.6,60.0,17.0,1.41,43.0,0.5
2183,2015,Grant,Mar,46.6,66.0,21.0,0.82,45.0,0.0
2184,2016,Grant,Mar,44.1,68.0,26.0,1.82,42.0,0.0
2185,2017,Grant,Mar,40.9,58.0,24.0,1.8,34.0,0.0
2186,2018,Grant,Mar,40.4,62.0,22.0,1.4,40.0,0.0
2187,2019,Grant,Mar,33.7,62.0,-1.0,0.97,63.0,1.5
2188,2020,Grant,Mar,40.7,61.0,21.0,0.36,40.0,0.0
2189,2021,Grant,Mar,42.2,61.0,24.0,0.12,37.0,0.0
2190,2022,Grant,Mar,43.2,67.0,20.0,0.63,47.0,0.0
2191,1948,Klickitat,Mar,37.14534907369412,71.89820221000959,25.811499183206493,0.9078768038088418,46.08670302680309,0.0
2192,1949,Klickitat,Mar,45.9,66.0,31.0,1.17,35.0,0.5
2193,1950,Klickitat,Mar,43.5,65.0,27.0,1.85,38.0,3.8
2194,1951,Klickitat,Mar,42.5,66.0,24.0,1.66,42.0,6.2
2195,1952,Klickitat,Mar,44.9,70.0,24.0,0.31,46.0,6.2
2196,1953,Klickitat,Mar,46.9,73.0,25.0,0.54,48.0,6.2
2197,1954,Klickitat,Mar,43.3,64.0,18.0,0.74,46.0,0.0
2198,1955,Klickitat,Mar,40.7,63.0,14.0,0.87,49.0,3.5
2199,1956,Klickitat,Mar,44.9,69.0,23.0,0.66,46.0,3.5
2200,1957,Klickitat,Mar,44.9,66.0,28.0,3.56,38.0,2.2
2201,1958,Klickitat,Mar,44.3,66.0,22.0,0.74,44.0,0.0
2202,1959,Klickitat,Mar,46.1,69.0,27.0,0.97,42.0,0.0
2203,1960,Klickitat,Mar,42.7,76.0,15.0,3.07,61.0,14.0
2204,1961,Klickitat,Mar,44.6,66.0,28.0,1.78,38.0,14.0
2205,1962,Klickitat,Mar,42.1,69.0,23.0,1.37,46.0,2.0
2206,1963,Klickitat,Mar,46.6,67.0,25.0,1.14,42.0,0.0
2207,1964,Klickitat,Mar,44.0,75.0,21.0,0.31,54.0,0.0
2208,1965,Klickitat,Mar,45.1,74.0,18.0,0.47,56.0,2.0
2209,1966,Klickitat,Mar,46.0,77.0,23.0,0.95,54.0,2.0
2210,1967,Klickitat,Mar,45.0,65.0,24.0,0.86,41.0,0.0
2211,1968,Klickitat,Mar,52.0,71.0,32.0,0.4,39.0,0.0
2212,1969,Klickitat,Mar,46.2,75.0,21.0,0.64,54.0,0.0
2213,1970,Klickitat,Mar,45.6,68.0,25.0,0.79,43.0,0.0
2214,1971,Klickitat,Mar,42.3,66.0,23.0,1.92,43.0,0.0
2215,1972,Klickitat,Mar,46.8,76.0,26.0,2.19,50.0,0.0
2216,1973,Klickitat,Mar,46.7,67.0,28.0,0.16,39.0,0.0
2217,1974,Klickitat,Mar,45.6,70.0,26.0,1.64,44.0,0.0
2218,1975,Klickitat,Mar,43.6,65.0,24.0,1.62,41.0,0.0
2219,1976,Klickitat,Mar,42.4,61.0,19.0,0.94,42.0,0.0
2220,1977,Klickitat,Mar,46.0,71.0,27.0,0.38,44.0,0.0
2221,1978,Klickitat,Mar,48.1,74.0,27.0,0.38,47.0,1.2
2222,1979,Klickitat,Mar,48.8,72.0,26.0,0.96,46.0,1.2
2223,1980,Klickitat,Mar,45.6,63.0,28.0,0.83,35.0,3.1
2224,1981,Klickitat,Mar,47.8,66.0,26.0,0.32,40.0,0.0
2225,1982,Klickitat,Mar,46.3,72.0,26.0,0.35,46.0,0.0
2226,1983,Klickitat,Mar,50.5,64.0,33.0,3.05,31.0,0.0
2227,1984,Klickitat,Mar,49.0,68.0,28.0,1.61,40.0,0.0
2228,1985,Klickitat,Mar,45.2,67.0,27.0,0.99,40.0,0.5
2229,1986,Klickitat,Mar,50.0,73.0,31.0,0.94,42.0,0.0
2230,1987,Klickitat,Mar,47.0,73.0,24.0,1.46,49.0,0.0
2231,1988,Klickitat,Mar,46.9,73.0,24.0,0.84,49.0,0.0
2232,1989,Klickitat,Mar,44.5,63.0,24.0,2.34,39.0,4.7
2233,1990,Klickitat,Mar,48.0,72.0,24.0,0.66,48.0,0.0
2234,1991,Klickitat,Mar,45.0,73.0,25.0,1.61,48.0,0.4
2235,1992,Klickitat,Mar,50.7,76.0,29.0,0.35,47.0,0.0
2236,1993,Klickitat,Mar,43.3,66.0,11.0,1.77,55.0,2.9
2237,1994,Klickitat,Mar,48.3,80.0,25.0,0.5,55.0,0.0
2238,1995,Klickitat,Mar,47.9,74.0,21.0,1.02,53.0,0.0
2239,1996,Klickitat,Mar,47.7,70.0,22.0,1.59,48.0,0.0
2240,1997,Klickitat,Mar,47.4,79.0,30.0,1.99,49.0,1.2
2241,1998,Klickitat,Mar,50.0,73.0,25.0,1.18,48.0,0.0
2242,1999,Klickitat,Mar,47.0,70.0,28.0,0.32,42.0,0.0
2243,2000,Klickitat,Mar,45.9,70.0,28.0,0.72,42.0,0.0
2244,2001,Klickitat,Mar,47.5,72.0,27.0,1.1,45.0,0.0
2245,2002,Klickitat,Mar,43.8,66.0,23.0,0.82,43.0,0.0
2246,2003,Klickitat,Mar,49.0,77.0,27.0,2.76,50.0,0.0
2247,2004,Klickitat,Mar,50.2,76.0,30.0,0.6,46.0,0.0
2248,2005,Klickitat,Mar,48.8,76.0,28.0,1.64,48.0,0.0
2249,2006,Klickitat,Mar,45.0,66.0,26.0,1.07,40.0,0.0
2250,2007,Klickitat,Mar,48.7,73.0,27.0,0.44,46.0,0.0
2251,2008,Klickitat,Mar,43.8,63.0,24.0,0.53,39.0,0.0
2252,2009,Klickitat,Mar,43.1,62.0,20.0,1.48,42.0,0.0
2253,2010,Klickitat,Mar,47.3,69.0,27.0,0.73,42.0,0.0
2254,2011,Klickitat,Mar,45.0,65.0,27.0,1.74,38.0,0.0
2255,2012,Klickitat,Mar,45.1,67.0,26.0,2.3,41.0,0.0
2256,2013,Klickitat,Mar,47.2,76.0,23.0,0.91,53.0,0.0
2257,2014,Klickitat,Mar,47.2,68.0,25.0,1.97,43.0,0.0
2258,2015,Klickitat,Mar,51.5,78.0,23.0,0.65,55.0,0.0
2259,2016,Klickitat,Mar,48.4,79.0,27.0,1.6,52.0,0.0
2260,2017,Klickitat,Mar,47.3,64.0,30.0,2.36,34.0,0.0
2261,2018,Klickitat,Mar,46.7,68.0,26.0,0.84,42.0,0.0
2262,2019,Klickitat,Mar,38.6,69.0,6.0,0.35,63.0,0.0
2263,2020,Klickitat,Mar,45.9,70.0,24.0,0.46,46.0,0.0
2264,2021,Klickitat,Mar,46.3,68.0,28.0,0.18,40.0,0.0
2265,2022,Klickitat,Mar,52.2,75.0,23.0,1.01,52.0,0.0
2266,1906,Okanogan,Mar,33.1,33.1,-1.0,0.82,34.1,0.5
2267,1907,Okanogan,Mar,37.14534907369412,71.89820221000959,25.811499183206493,0.9078768038088418,46.08670302680309,0.5
2268,1908,Okanogan,Mar,37.14534907369412,71.89820221000959,25.811499183206493,0.9078768038088418,46.08670302680309,0.5
2269,1909,Okanogan,Mar,37.14534907369412,71.89820221000959,25.811499183206493,0.9078768038088418,46.08670302680309,0.5
2270,1910,Okanogan,Mar,39.5,39.5,7.0,1.5167897057055078,32.5,0.5
2271,1911,Okanogan,Mar,37.8,37.8,-5.0,0.17,42.8,0.5
2272,1912,Okanogan,Mar,33.8,33.8,2.0,0.23,31.799999999999997,4.0
2273,1913,Okanogan,Mar,32.8,32.8,3.0,0.09,29.799999999999997,4.0
2274,1914,Okanogan,Mar,35.6,35.6,11.0,0.64,24.6,6.0
2275,1915,Okanogan,Mar,41.2,41.2,17.0,0.85,24.200000000000003,4.0
2276,1916,Okanogan,Mar,33.2,33.2,3.0,1.11,30.200000000000003,8.1
2277,1917,Okanogan,Mar,28.8,28.8,-11.0,1.42,39.8,12.0
2278,1918,Okanogan,Mar,37.14534907369412,71.89820221000959,25.811499183206493,0.9078768038088418,46.08670302680309,12.0
2279,1919,Okanogan,Mar,32.5,32.5,2.0,0.45,30.5,12.0
2280,1920,Okanogan,Mar,39.1,39.1,9.0,0.19,30.1,12.0
2281,1921,Okanogan,Mar,37.14534907369412,71.89820221000959,25.811499183206493,0.9078768038088418,46.08670302680309,12.0
2282,1922,Okanogan,Mar,29.6,29.6,-6.0,1.7034114665856068,35.6,16.0
2283,1923,Okanogan,Mar,33.9,33.9,4.0,0.19,29.9,2.0
2284,1924,Okanogan,Mar,39.0,39.0,17.0,0.07,22.0,2.0
2285,1925,Okanogan,Mar,40.1,40.1,21.0,1.5412240354393272,19.1,2.0
2286,1926,Okanogan,Mar,44.2,44.2,17.0,0.07,27.200000000000003,2.0
2287,1927,Okanogan,Mar,36.0,36.0,10.0,0.63,26.0,3.0
2288,1928,Okanogan,Mar,38.8,38.8,10.0,0.39,28.799999999999997,3.0
2289,1929,Okanogan,Mar,39.8,39.8,19.0,0.27,20.799999999999997,3.0
2290,1930,Okanogan,Mar,38.9,38.9,4.0,0.41,34.9,3.0
2291,1931,Okanogan,Mar,37.9,37.9,12.0,0.57,25.9,3.0
2292,1932,Okanogan,Mar,35.5,35.5,4.0,1.62,31.5,11.5
2293,1933,Okanogan,Mar,35.6,35.6,11.0,1.33,24.6,3.0
2294,1934,Okanogan,Mar,40.4,40.4,12.0,1.06,28.4,3.0
2295,1935,Okanogan,Mar,33.0,33.0,6.0,0.92,27.0,12.5
2296,1936,Okanogan,Mar,32.6,32.6,11.0,0.22,21.6,1.0
2297,1937,Okanogan,Mar,35.4,35.4,6.0,1.85,29.4,10.3
2298,1938,Okanogan,Mar,25.0493332353052,55.721841295164175,12.0,1.44,43.721841295164175,7.3
2299,1939,Okanogan,Mar,36.7,36.7,2.0,0.33,34.7,4.2
2300,1940,Okanogan,Mar,40.4,40.4,13.0,1.15,27.4,2.0
2301,1941,Okanogan,Mar,42.8,42.8,16.0,0.96,26.799999999999997,0.0
2302,1942,Okanogan,Mar,36.5,36.5,17.0,0.0,19.5,0.0
2303,1943,Okanogan,Mar,30.9,30.9,-1.0,0.81,31.9,2.0
2304,1944,Okanogan,Mar,35.4,35.4,10.0,0.4,25.4,1.6
2305,1945,Okanogan,Mar,36.1,36.1,2.0,0.25,34.1,1.6
2306,1946,Okanogan,Mar,37.14534907369412,71.89820221000959,25.811499183206493,0.9078768038088418,46.08670302680309,1.6
2307,1947,Okanogan,Mar,39.7,39.7,8.0,0.4,31.700000000000003,0.5
2308,1948,Okanogan,Mar,31.7,31.7,2.0,0.23,29.7,2.7
2309,1949,Okanogan,Mar,36.3,36.3,6.0,0.64,30.299999999999997,3.4
2310,1950,Okanogan,Mar,35.0,35.0,3.0,1.46,32.0,3.4
2311,1951,Okanogan,Mar,29.9,29.9,-8.0,1.8,37.9,25.1
2312,1952,Okanogan,Mar,34.9,34.9,7.0,0.05,27.9,0.6
2313,1953,Okanogan,Mar,39.1,39.1,15.0,0.34,24.1,1.5
2314,1954,Okanogan,Mar,16.47699921455854,49.61828341063799,3.0,0.55,46.61828341063799,4.0
2315,1955,Okanogan,Mar,26.9,26.9,-10.0,1.23,36.9,14.2
2316,1956,Okanogan,Mar,29.1,29.1,-5.0,0.89,34.1,5.8
2317,1957,Okanogan,Mar,23.46534806065293,52.292608256064426,10.0,1.82,42.292608256064426,8.4
2318,1958,Okanogan,Mar,38.3,38.3,14.0,2.09,24.299999999999997,0.8
2319,1959,Okanogan,Mar,34.9,34.9,14.0,0.64,20.9,1.7
2320,1960,Okanogan,Mar,34.0,34.0,-1.0,0.8,35.0,7.5
2321,1961,Okanogan,Mar,36.9,36.9,9.0,2.23,27.9,13.3
2322,1962,Okanogan,Mar,34.6,34.6,9.0,0.56,25.6,6.6
2323,1963,Okanogan,Mar,39.5,39.5,16.0,1.03,23.5,6.6
2324,1964,Okanogan,Mar,34.0,34.0,7.0,0.38,27.0,2.4
2325,1965,Okanogan,Mar,33.0,33.0,5.0,0.13,28.0,0.0
2326,1966,Okanogan,Mar,33.3,33.3,2.0,0.91,31.299999999999997,11.0
2327,1967,Okanogan,Mar,37.0,37.0,15.0,0.61,22.0,4.0
2328,1968,Okanogan,Mar,37.14534907369412,71.89820221000959,25.811499183206493,0.9078768038088418,46.08670302680309,4.0
2329,1969,Okanogan,Mar,41.456800861182415,80.38344042849592,31.24050322057223,0.11,49.14293720792369,2.0
2330,1970,Okanogan,Mar,37.14534907369412,71.89820221000959,25.811499183206493,0.9078768038088418,46.08670302680309,2.0
2331,1971,Okanogan,Mar,30.1,30.1,-1.0,1.63,31.1,18.3
2332,1972,Okanogan,Mar,35.7,35.7,5.0,2.72,30.700000000000003,17.5
2333,1973,Okanogan,Mar,39.6,39.6,20.0,0.36,19.6,0.0
2334,1974,Okanogan,Mar,12.23926690584874,42.839045195854524,-2.0,1.0,44.839045195854524,2.5
2335,1975,Okanogan,Mar,32.9,32.9,7.0,0.32,25.9,2.5
2336,1976,Okanogan,Mar,33.0,33.0,-6.0,0.01,39.0,2.5
2337,1977,Okanogan,Mar,39.1,39.1,19.0,0.44,20.1,0.0
2338,1978,Okanogan,Mar,38.8,38.8,6.0,0.91,32.8,1.5
2339,1979,Okanogan,Mar,37.8,37.8,5.0,0.12,32.8,0.0
2340,1980,Okanogan,Mar,36.6,36.6,10.0,0.19,26.6,0.0
2341,1981,Okanogan,Mar,41.7,41.7,16.0,0.38,25.700000000000003,0.0
2342,1982,Okanogan,Mar,36.6,36.6,14.0,1.81,22.6,3.0
2343,1983,Okanogan,Mar,40.2,40.2,20.0,2.79,20.200000000000003,0.0
2344,1984,Okanogan,Mar,40.0,40.0,15.0,1.85,25.0,0.0
2345,1985,Okanogan,Mar,34.7,34.7,7.0,0.64,27.700000000000003,6.0
2346,1986,Okanogan,Mar,40.6,40.6,18.0,0.6,22.6,0.0
2347,1987,Okanogan,Mar,40.3,40.3,12.0,1.09,28.299999999999997,3.5
2348,1988,Okanogan,Mar,39.8,39.8,19.0,0.6,20.799999999999997,1.5
2349,1989,Okanogan,Mar,35.1,35.1,-6.0,1.89,41.1,9.4
2350,1990,Okanogan,Mar,40.3,40.3,10.0,0.46,30.299999999999997,9.4
2351,1991,Okanogan,Mar,38.1,38.1,14.0,0.99,24.1,7.2
2352,1992,Okanogan,Mar,45.2,45.2,20.0,0.58,25.200000000000003,0.0
2353,1993,Okanogan,Mar,36.3,36.3,12.0,0.2,24.299999999999997,0.5
2354,1994,Okanogan,Mar,40.7,40.7,14.0,0.16,26.700000000000003,0.5
2355,1995,Okanogan,Mar,35.7,35.7,2.0,3.48,33.7,5.6
2356,1996,Okanogan,Mar,37.5,37.5,6.0,0.31,31.5,0.3
2357,1997,Okanogan,Mar,35.5,35.5,11.0,1.12,24.5,10.8
2358,1998,Okanogan,Mar,41.5,41.5,20.0,1.23,21.5,5.0
2359,1999,Okanogan,Mar,36.0,36.0,10.0,1.62,26.0,10.2
2360,2000,Okanogan,Mar,39.5,39.5,21.0,0.68,18.5,10.2
2361,2001,Okanogan,Mar,40.7,40.7,14.0,1.02,26.700000000000003,0.2
2362,2002,Okanogan,Mar,33.4,33.4,13.0,0.79,20.4,6.8
2363,2003,Okanogan,Mar,39.5,39.5,15.0,1.03,24.5,1.8
2364,2004,Okanogan,Mar,42.1,42.1,14.0,1.09,28.1,3.5
2365,2005,Okanogan,Mar,42.5,42.5,23.0,0.78,19.5,3.5
2366,2006,Okanogan,Mar,37.5,37.5,12.0,1.33,25.5,1.0
2367,2007,Okanogan,Mar,39.2,39.2,7.0,0.36,32.2,0.0
2368,2008,Okanogan,Mar,36.5,36.5,16.0,0.42,20.5,6.0
2369,2009,Okanogan,Mar,34.1,34.1,2.0,1.15,32.1,2.7
2370,2010,Okanogan,Mar,41.0,41.0,21.0,0.42,20.0,1.5
2371,2011,Okanogan,Mar,36.9,36.9,6.0,4.54,30.9,1.5
2372,2012,Okanogan,Mar,35.7,35.7,13.0,1.92,22.700000000000003,1.5
2373,2013,Okanogan,Mar,39.1,39.1,19.0,0.79,20.1,1.5
2374,2014,Okanogan,Mar,36.9,36.9,9.0,1.33,27.9,1.5
2375,2015,Okanogan,Mar,44.7,44.7,14.0,0.95,30.700000000000003,1.5
2376,2016,Okanogan,Mar,39.0,39.0,17.0,2.89,22.0,1.5
2377,2017,Okanogan,Mar,36.5,36.5,9.0,1.73,27.5,1.5
2378,2018,Okanogan,Mar,36.0,36.0,9.0,3.04,27.0,1.5
2379,2019,Okanogan,Mar,32.3,32.3,-6.0,0.71,38.3,1.5
2380,2020,Okanogan,Mar,37.8,37.8,15.0,0.21,22.799999999999997,1.5
2381,2021,Okanogan,Mar,37.7,37.7,15.0,0.04,22.700000000000003,1.5
2382,2022,Okanogan,Mar,40.6,40.6,12.0,0.26,28.6,0.1
2383,1957,Walla Walla,Mar,37.14534907369412,71.89820221000959,25.811499183206493,0.9078768038088418,46.08670302680309,0.1
2384,1958,Walla Walla,Mar,44.1,69.36575590586172,25.68807069197873,1.34,43.67768521388299,0.0
2385,1959,Walla Walla,Mar,47.1,77.28925009797435,30.599586841290744,0.58,46.6896632566836,0.0
2386,1960,Walla Walla,Mar,45.2,75.33209121823742,29.174539879231553,0.74,46.15755133900587,2.0
2387,1961,Walla Walla,Mar,47.8,68.3037120707257,25.779633490126706,1.54,42.52407858059899,0.0
2388,1962,Walla Walla,Mar,42.7,65.14101430566856,23.10577435674392,1.75,42.03523994892464,1.0
2389,1963,Walla Walla,Mar,46.8,75.6967081109545,29.66780644732294,0.74,46.028901663631565,0.0
2390,1964,Walla Walla,Mar,44.0,81.25059484721841,32.214217409993864,0.09,49.036377437224544,0.0
2391,1965,Walla Walla,Mar,42.6,81.40786016597701,32.04488819805473,0.04,49.362971967922284,0.0
2392,1966,Walla Walla,Mar,46.9,76.67210686652143,30.223193678110313,0.64,46.44891318841112,0.0
2393,1967,Walla Walla,Mar,45.8,77.37404295255057,30.408630982829152,0.54,46.965411969721416,0.0
2394,1968,Walla Walla,Mar,49.3,80.83895096473108,32.956414197317706,0.26,47.88253676741338,0.0
2395,1969,Walla Walla,Mar,45.2,78.76148793741704,31.062948932245547,0.38,47.6985390051715,0.0
2396,1970,Walla Walla,Mar,45.1,73.88038736278443,28.356873613303343,0.89,45.52351374948109,0.0
2397,1971,Walla Walla,Mar,42.6,70.73862592852927,26.169837810900063,1.16,44.56878811762921,0.0
2398,1972,Walla Walla,Mar,48.5,71.22580154062857,27.51665601748352,1.25,43.70914552314505,0.0
2399,1973,Walla Walla,Mar,47.7,80.37907305203682,32.410691822198174,0.27,47.96838122983864,0.0
2400,1974,Walla Walla,Mar,46.3,72.72493473266404,27.93998643394937,1.04,44.78494829871467,0.0
2401,1975,Walla Walla,Mar,43.5,75.611512909566,29.01763479983162,0.67,46.59387810973438,0.0
2402,1976,Walla Walla,Mar,43.3,79.18585455711045,30.949297145890547,0.29,48.2365574112199,0.0
2403,1977,Walla Walla,Mar,45.1,75.11878062248817,29.038799104669508,0.76,46.079981517818666,0.0
2404,1978,Walla Walla,Mar,39.83568447749989,77.19299182311713,29.19919224069306,0.41,47.99379958242407,0.0
2405,1979,Walla Walla,Mar,45.6,75.32798442143948,29.245400714226236,0.75,46.082583707213246,0.0
2406,1980,Walla Walla,Mar,44.3,74.46016707624358,28.52988678548298,0.81,45.9302802907606,1.0
2407,1981,Walla Walla,Mar,47.5,72.71261434227021,28.152568938933406,1.07,44.56004540333681,0.0
2408,1982,Walla Walla,Mar,37.4040099019761,72.40731891504896,26.137225770874302,0.86,46.27009314417466,0.0
2409,1983,Walla Walla,Mar,49.2,64.62178901281023,24.00809784202366,1.96,40.613691170786566,0.0
2410,1984,Walla Walla,Mar,48.0,62.53836696370539,22.641487582419956,2.15,39.89687938128544,0.0
2411,1985,Walla Walla,Mar,44.5,74.60100520781043,28.644000913522568,0.8,45.95700429428786,0.0
2412,1986,Walla Walla,Mar,49.4,59.99957614551646,21.499421618654907,2.45,38.50015452686155,0.0
2413,1987,Walla Walla,Mar,47.8,70.20893247026993,26.828749630690034,1.34,43.380182839579895,0.0
2414,1988,Walla Walla,Mar,46.7,74.3402652754787,28.90259598842288,0.88,45.43766928705582,0.0
2415,1989,Walla Walla,Mar,43.8,57.866067841211795,19.300886367081567,2.54,38.56518147413023,0.0
2416,1990,Walla Walla,Mar,36.161154007819505,69.96130831759194,24.572220686300298,1.09,45.389087631291645,0.0
2417,1991,Walla Walla,Mar,43.9,69.6059618542037,25.78377979205179,1.31,43.82218206215191,0.0
2418,1992,Walla Walla,Mar,37.14534907369412,71.89820221000959,25.811499183206493,0.9078768038088418,46.08670302680309,0.0
2419,1993,Walla Walla,Mar,34.48600041134755,66.66451142536718,22.46286600709181,1.4,44.20164541827537,1.5
2420,1994,Walla Walla,Mar,48.1,81.61335951494263,33.16347814855903,0.15,48.4498813663836,0.0
2421,1995,Walla Walla,Mar,45.3,68.0197812357869,25.166271898568418,1.51,42.853509337218476,0.0
2422,1996,Walla Walla,Mar,44.9,71.07224067185564,26.773996888475082,1.18,44.298243783380556,0.0
2423,1997,Walla Walla,Mar,47.4,72.88034782642981,28.226651392484023,1.05,44.65369643394579,0.0
2424,1998,Walla Walla,Mar,47.9,76.23316528462911,30.16429463397025,0.71,46.06887065065886,0.0
2425,1999,Walla Walla,Mar,46.2,74.70262759639068,29.010729221035163,0.83,45.69189837535552,0.0
2426,2000,Walla Walla,Mar,46.3,66.24718537421361,24.37299155603403,1.72,41.874193818179585,0.0
2427,2001,Walla Walla,Mar,46.8,68.17108753275474,25.52379769209776,1.53,42.64728984065698,0.0
