,location,county_zone,state,date,time,timezone,type,deaths,injuries,property_damage_dollars,crop_damage_dollars
184,NC&S OKANOGAN X EXTREME ...,NC&S OKANOGAN X EXTREME ...,WA,2001-12-12,6:00:00 PM,PST,Heavy Snow,0,0,0,0
185,NE OKANOGAN/FERRY (ZONE),NE OKANOGAN/FERRY (ZONE),WA,2001-12-15,6:00:00 AM,PST,Heavy Snow,0,0,0,0
186,W OKANOGAN/C&W CHELAN (Z...,W OKANOGAN/C&W CHELAN (Z...,WA,2001-12-15,6:00:00 AM,PST,Heavy Snow,0,0,0,0
187,W OKANOGAN/C&W CHELAN (Z...,W OKANOGAN/C&W CHELAN (Z...,WA,2002-01-19,4:00:00 AM,PST,Winter Storm,0,0,0,0
188,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2002-01-19,10:00:00 PM,PST,Heavy Snow,0,0,0,0
189,W OKANOGAN/C&W CHELAN (Z...,W OKANOGAN/C&W CHELAN (Z...,WA,2002-01-24,12:00:00 AM,PST,Heavy Snow,0,0,0,0
190,NE OKANOGAN/FERRY (ZONE),NE OKANOGAN/FERRY (ZONE),WA,2002-02-06,6:00:00 AM,PST,Heavy Snow,0,0,0,0
191,NC&S OKANOGAN X EXTREME ...,NC&S OKANOGAN X EXTREME ...,WA,2002-02-06,6:00:00 AM,PST,Heavy Snow,0,0,0,0
192,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2002-02-07,12:00:00 PM,PST,Heavy Snow,0,0,0,0
193,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2002-02-07,12:00:00 PM,PST,Heavy Snow,0,0,0,0
194,NE GRANT/X NE DOUGLAS/X ...,NE GRANT/X NE DOUGLAS/X ...,WA,2002-03-07,10:00:00 PM,PST,Heavy Snow,0,0,0,0
195,W OKANOGAN/C&W CHELAN (Z...,W OKANOGAN/C&W CHELAN (Z...,WA,2002-03-10,10:00:00 PM,PST,Heavy Snow,0,0,0,0
196,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2002-03-15,6:00:00 PM,PST,Heavy Snow,0,0,0,0
197,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2002-03-15,6:00:00 PM,PST,Heavy Snow,0,0,0,0
198,W OKANOGAN/C&W CHELAN (Z...,W OKANOGAN/C&W CHELAN (Z...,WA,2002-03-19,6:00:00 AM,PST,Heavy Snow,0,0,0,0
199,N COLUMBIA/SE WALLA WALL...,N COLUMBIA/SE WALLA WALL...,WA,2002-05-06,7:00:00 AM,PST,Extreme Cold/wind Chill,0,0,0,0
200,TOUCHET,WALLA WALLA CO.,WA,2002-06-26,9:17:00 PM,PST,Wildfire,0,0,0,0
201,KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2002-07-10,12:00:00 AM,PST,Heat,0,0,0,0
202,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2002-07-10,12:00:00 AM,PST,Heat,0,0,0,0
203,LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2002-07-10,12:00:00 AM,PST,Heat,0,0,0,0
204,BLUE MOUNTAIN FOOTHILLS ...,BLUE MOUNTAIN FOOTHILLS ...,WA,2002-07-10,12:00:00 AM,PST,Heat,0,0,0,0
205,YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2002-07-10,12:00:00 AM,PST,Heat,0,0,0,0
206,PROSSER,BENTON CO.,WA,2002-07-13,2:00:00 AM,PST,Wildfire,0,0,0,0
207,OMAK,OKANOGAN CO.,WA,2002-08-16,2:00:00 AM,PST,Wildfire,0,0,200000,0
208,WHITE SWAN,YAKIMA CO.,WA,2002-09-13,5:00:00 AM,PST,Wildfire,0,0,0,0
209,YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2002-10-30,12:00:00 AM,PST,Extreme Cold/wind Chill,0,0,0,0
210,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2002-10-30,12:00:00 AM,PST,Extreme Cold/wind Chill,0,0,0,0
211,BLUE MOUNTAIN FOOTHILLS ...,BLUE MOUNTAIN FOOTHILLS ...,WA,2002-10-30,12:00:00 AM,PST,Extreme Cold/wind Chill,0,0,0,0
212,LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2002-10-30,12:00:00 AM,PST,Extreme Cold/wind Chill,0,0,0,0
213,KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2002-10-30,12:00:00 AM,PST,Extreme Cold/wind Chill,0,0,0,0
214,N COLUMBIA/SE WALLA WALL...,N COLUMBIA/SE WALLA WALL...,WA,2002-11-01,12:00:00 AM,PST,Extreme Cold/wind Chill,0,0,0,0
215,E YAKIMA (ZONE),E YAKIMA (ZONE),WA,2002-11-01,12:00:00 AM,PST,Extreme Cold/wind Chill,0,0,0,65000000
216,E KITTITAS (ZONE),E KITTITAS (ZONE),WA,2002-11-01,12:00:00 AM,PST,Extreme Cold/wind Chill,0,0,0,0
217,BENTON/FRANKLIN/WALLA WA...,BENTON/FRANKLIN/WALLA WA...,WA,2002-11-01,12:00:00 AM,PST,Extreme Cold/wind Chill,0,0,0,0
218,X SE WALLA WALLA/S COLUM...,X SE WALLA WALLA/S COLUM...,WA,2002-11-01,12:00:00 AM,PST,Extreme Cold/wind Chill,0,0,0,0
219,NE OKANOGAN/FERRY (ZONE),NE OKANOGAN/FERRY (ZONE),WA,2002-11-08,12:00:00 AM,PST,Heavy Snow,0,0,0,0
220,NE OKANOGAN/FERRY (ZONE),NE OKANOGAN/FERRY (ZONE),WA,2002-11-18,12:00:00 AM,PST,Heavy Snow,0,0,0,0
221,E CHELAN/EXTREME W DOUGL...,E CHELAN/EXTREME W DOUGL...,WA,2002-12-12,2:00:00 PM,PST,Heavy Snow,0,0,0,0
222,DOUGLAS X EXTREME W&N PA...,DOUGLAS X EXTREME W&N PA...,WA,2002-12-12,2:00:00 PM,PST,Heavy Snow,0,0,0,0
223,NC&S OKANOGAN X EXTREME ...,NC&S OKANOGAN X EXTREME ...,WA,2002-12-12,2:00:00 PM,PST,Heavy Snow,0,0,0,0
224,NE OKANOGAN/FERRY (ZONE),NE OKANOGAN/FERRY (ZONE),WA,2002-12-26,5:00:00 AM,PST,Heavy Snow,0,0,0,0
225,E KITTITAS (ZONE),E KITTITAS (ZONE),WA,2002-12-26,9:45:00 PM,PST,Heavy Snow,0,0,0,0
226,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2002-12-27,4:00:00 PM,PST,Heavy Snow,0,0,0,0
227,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2002-12-27,4:00:00 PM,PST,Heavy Snow,0,0,0,0
228,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2002-12-27,4:00:00 PM,PST,Heavy Snow,0,0,0,0
229,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2002-12-27,4:00:00 PM,PST,Heavy Snow,0,0,0,0
230,DOUGLAS X EXTREME W&N PA...,DOUGLAS X EXTREME W&N PA...,WA,2002-12-31,12:00:00 AM,PST,Heavy Snow,0,0,0,0
231,NE OKANOGAN/FERRY (ZONE),NE OKANOGAN/FERRY (ZONE),WA,2002-12-31,12:00:00 AM,PST,Heavy Snow,0,0,0,0
232,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2003-01-01,12:01:00 AM,PST,Heavy Snow,0,0,0,0
233,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2003-01-01,12:01:00 AM,PST,Heavy Snow,0,0,0,0
234,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2003-01-01,12:01:00 AM,PST,Heavy Snow,0,0,0,0
235,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2003-01-01,12:01:00 AM,PST,Heavy Snow,0,0,0,0
236,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2003-01-21,12:00:00 PM,PST,Heavy Snow,0,0,0,0
237,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2003-01-21,12:00:00 PM,PST,Heavy Snow,0,0,0,0
238,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2003-01-21,12:00:00 PM,PST,Heavy Snow,0,0,0,0
239,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2003-01-21,12:00:00 PM,PST,Heavy Snow,0,0,0,0
240,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2003-01-21,12:00:00 PM,PST,Heavy Snow,0,0,0,0
241,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2003-01-21,12:00:00 PM,PST,Heavy Snow,0,0,0,0
242,E YAKIMA (ZONE),E YAKIMA (ZONE),WA,2003-01-22,4:00:00 AM,PST,Heavy Snow,0,0,0,0
243,KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2003-01-22,5:00:00 AM,PST,Heavy Snow,0,0,0,0
244,W OKANOGAN/C&W CHELAN (Z...,W OKANOGAN/C&W CHELAN (Z...,WA,2003-01-26,10:00:00 AM,PST,Flood,0,0,10000,0
245,NC&S OKANOGAN X EXTREME ...,NC&S OKANOGAN X EXTREME ...,WA,2003-01-30,10:31:00 PM,PST,Heavy Snow,0,0,0,0
246,KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2003-01-31,1:45:00 PM,PST,Flood,0,0,3000,0
247,E YAKIMA (ZONE),E YAKIMA (ZONE),WA,2003-01-31,10:15:00 PM,PST,Flood,0,0,0,0
248,E KITTITAS (ZONE),E KITTITAS (ZONE),WA,2003-02-01,12:00:00 AM,PST,Flood,0,0,0,0
249,E YAKIMA (ZONE),E YAKIMA (ZONE),WA,2003-02-01,12:00:00 AM,PST,Flood,0,0,0,0
250,N COLUMBIA/SE WALLA WALL...,N COLUMBIA/SE WALLA WALL...,WA,2003-02-01,1:30:00 PM,PST,Flood,0,0,0,0
251,BENTON/FRANKLIN/WALLA WA...,BENTON/FRANKLIN/WALLA WA...,WA,2003-02-02,5:00:00 PM,PST,Flood,0,0,0,0
252,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2003-02-23,4:00:00 AM,PST,Frost/freeze,0,0,0,20000
253,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2003-03-04,7:00:00 AM,PST,Heavy Snow,0,0,0,0
254,E KITTITAS (ZONE),E KITTITAS (ZONE),WA,2003-03-07,12:00:00 AM,PST,Heavy Snow,0,0,0,0
255,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2003-03-07,8:00:00 AM,PST,Heavy Snow,0,0,0,0
256,W OKANOGAN/C&W CHELAN (Z...,W OKANOGAN/C&W CHELAN (Z...,WA,2003-03-08,10:00:00 PM,PST,Heavy Snow,0,0,0,0
257,WENATCHEE,CHELAN CO.,WA,2003-06-09,4:00:00 PM,PST,Heavy Rain,0,0,0,0
258,WALLULA JCT,WALLA WALLA CO.,WA,2003-06-29,2:00:00 PM,PST,Wildfire,0,0,0,0
259,OKANOGAN,OKANOGAN CO.,WA,2003-07-16,1:52:00 PM,PST,Wildfire,0,0,1000000,0
260,ROSLYN,KITTITAS CO.,WA,2003-08-25,12:00:00 AM,PST,Wildfire,0,0,0,0
261,ROSLYN,KITTITAS CO.,WA,2003-09-01,12:00:00 AM,PST,Wildfire,0,0,0,0
262,CLE ELUM,KITTITAS CO.,WA,2003-09-24,12:00:00 AM,PST,Wildfire,0,0,0,0
263,CLE ELUM,KITTITAS CO.,WA,2003-10-01,12:00:00 AM,PST,Wildfire,0,0,0,0
264,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2003-10-20,8:00:00 PM,PST,Flood,0,0,1600000,0
265,TOPPENISH,YAKIMA CO.,WA,2003-10-28,11:40:00 AM,PST,Wildfire,0,0,0,0
266,GRANGER,YAKIMA CO.,WA,2003-10-28,11:44:00 AM,PST,Wildfire,0,0,0,0
267,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2003-11-16,9:00:00 AM,PST,Heavy Snow,0,0,0,0
268,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2003-11-23,4:00:00 PM,PST,Heavy Snow,0,0,0,0
269,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2003-11-28,6:00:00 AM,PST,Heavy Snow,0,0,0,0
270,E KITTITAS (ZONE),E KITTITAS (ZONE),WA,2003-12-01,2:10:00 PM,PST,Heavy Snow,0,0,0,0
271,NE OKANOGAN/FERRY (ZONE),NE OKANOGAN/FERRY (ZONE),WA,2003-12-04,2:00:00 PM,PST,Heavy Snow,0,0,0,0
272,NC&S OKANOGAN X EXTREME ...,NC&S OKANOGAN X EXTREME ...,WA,2003-12-04,8:00:00 PM,PST,Heavy Snow,0,0,0,0
273,E KITTITAS (ZONE),E KITTITAS (ZONE),WA,2003-12-13,3:00:00 AM,PST,Heavy Snow,0,0,0,0
274,E YAKIMA (ZONE),E YAKIMA (ZONE),WA,2003-12-13,4:00:00 AM,PST,Heavy Snow,0,0,0,0
275,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2003-12-13,6:00:00 AM,PST,Heavy Snow,0,0,0,0
276,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2003-12-13,6:00:00 AM,PST,Heavy Snow,0,0,0,0
277,E CHELAN/EXTREME W DOUGL...,E CHELAN/EXTREME W DOUGL...,WA,2003-12-23,10:00:00 PM,PST,Heavy Snow,0,0,0,0
278,DOUGLAS X EXTREME W&N PA...,DOUGLAS X EXTREME W&N PA...,WA,2003-12-23,10:00:00 PM,PST,Heavy Snow,0,0,0,0
279,E KITTITAS (ZONE),E KITTITAS (ZONE),WA,2004-01-01,4:00:00 AM,PST,Heavy Snow,0,0,0,0
280,YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2004-01-01,4:00:00 AM,PST,Heavy Snow,0,0,0,0
281,LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2004-01-01,6:00:00 AM,PST,Heavy Snow,0,0,0,0
282,BLUE MOUNTAIN FOOTHILLS ...,BLUE MOUNTAIN FOOTHILLS ...,WA,2004-01-01,9:10:00 AM,PST,Winter Weather,0,0,0,0
283,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2004-01-01,6:00:00 PM,PST,Heavy Snow,0,0,0,0
284,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2004-01-01,6:00:00 PM,PST,Heavy Snow,0,0,0,0
285,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2004-01-01,6:00:00 PM,PST,Heavy Snow,0,0,0,0
286,YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2004-01-06,2:00:00 AM,PST,Heavy Snow,0,0,0,0
287,E KITTITAS (ZONE),E KITTITAS (ZONE),WA,2004-01-06,5:00:00 AM,PST,Heavy Snow,0,0,0,0
288,LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2004-01-06,8:53:00 AM,PST,Heavy Snow,0,0,0,0
289,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2004-01-06,4:00:00 PM,PST,Heavy Snow,0,0,0,0
290,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2004-01-06,4:00:00 PM,PST,Heavy Snow,0,0,0,0
291,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2004-01-06,4:00:00 PM,PST,Heavy Snow,0,0,0,0
292,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2004-01-06,4:00:00 PM,PST,Heavy Snow,0,0,0,0
293,E YAKIMA (ZONE),E YAKIMA (ZONE),WA,2004-01-08,5:00:00 PM,PST,Winter Weather,0,0,0,0
294,BENTON/FRANKLIN/WALLA WA...,BENTON/FRANKLIN/WALLA WA...,WA,2004-01-08,8:00:00 PM,PST,Winter Weather,0,0,0,0
295,NE GRANT/X NE DOUGLAS/X ...,NE GRANT/X NE DOUGLAS/X ...,WA,2004-01-22,4:00:00 PM,PST,Heavy Snow,0,0,0,0
296,E KITTITAS (ZONE),E KITTITAS (ZONE),WA,2004-01-28,7:00:00 AM,PST,Winter Weather,0,0,0,0
297,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2004-02-01,1:45:00 AM,PST,Heavy Snow,0,0,0,0
298,KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2004-02-25,12:53:00 PM,PST,Heavy Snow,0,0,0,0
299,NE OKANOGAN/FERRY (ZONE),NE OKANOGAN/FERRY (ZONE),WA,2004-03-04,12:30:00 AM,PST,Heavy Snow,0,0,0,0
300,KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2004-07-01,5:00:00 PM,PST,Wildfire,0,0,1000,0
301,KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2004-07-30,12:00:00 AM,PST,Wildfire,0,0,0,0
302,KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2004-08-01,12:00:00 AM,PST,Wildfire,0,0,0,0
303,LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2004-08-02,12:00:00 AM,PST,Wildfire,0,0,0,0
304,LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2004-08-02,3:30:00 PM,PST,Wildfire,0,0,0,0
305,MABTON,YAKIMA CO.,WA,2004-08-22,4:00:00 AM,PST,Heavy Rain,0,0,0,450000
306,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2004-12-07,12:00:00 PM,PST,Heavy Snow,0,0,0,0
307,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2004-12-07,12:00:00 PM,PST,Heavy Snow,0,0,0,0
308,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2004-12-07,12:00:00 PM,PST,Heavy Snow,0,0,0,0
309,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2004-12-07,12:00:00 PM,PST,Heavy Snow,0,0,0,0
310,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2004-12-09,8:00:00 PM,PST,Heavy Snow,0,0,0,0
311,NE OKANOGAN/FERRY (ZONE),NE OKANOGAN/FERRY (ZONE),WA,2004-12-14,9:00:00 PM,PST,Heavy Snow,0,0,0,0
312,E YAKIMA (ZONE),E YAKIMA (ZONE),WA,2004-12-28,10:42:00 PM,PST,Heavy Snow,0,0,0,0
313,BENTON/FRANKLIN/WALLA WA...,BENTON/FRANKLIN/WALLA WA...,WA,2004-12-29,12:00:00 AM,PST,Heavy Snow,0,0,0,0
314,E KITTITAS (ZONE),E KITTITAS (ZONE),WA,2004-12-29,12:53:00 AM,PST,Heavy Snow,0,0,0,0
315,YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2005-01-01,7:41:00 PM,PST,Winter Weather,0,0,0,0
316,KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2005-01-01,8:44:00 PM,PST,Winter Weather,0,0,0,0
317,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2005-01-06,3:00:00 PM,PST,Heavy Snow,0,0,0,0
318,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2005-01-06,3:00:00 PM,PST,Heavy Snow,0,0,0,0
319,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2005-01-06,3:00:00 PM,PST,Heavy Snow,0,0,0,0
320,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2005-01-06,3:00:00 PM,PST,Heavy Snow,0,0,0,0
321,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2005-01-06,3:00:00 PM,PST,Heavy Snow,0,0,0,0
322,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2005-01-06,3:00:00 PM,PST,Heavy Snow,0,0,0,0
323,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2005-01-06,3:00:00 PM,PST,Heavy Snow,0,0,0,0
324,KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2005-01-07,9:33:00 AM,PST,Heavy Snow,0,0,0,0
325,YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2005-01-07,9:47:00 AM,PST,Heavy Snow,0,0,0,0
326,LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2005-01-07,4:36:00 PM,PST,Heavy Snow,0,0,0,0
327,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2005-01-08,4:00:00 PM,PST,Heavy Snow,0,0,0,0
328,E KITTITAS (ZONE),E KITTITAS (ZONE),WA,2005-01-15,1:50:00 PM,PST,Heavy Snow,0,0,0,0
329,N COLUMBIA/SE WALLA WALL...,N COLUMBIA/SE WALLA WALL...,WA,2005-01-15,4:45:00 PM,PST,Heavy Snow,0,0,0,0
330,LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2005-01-17,11:00:00 AM,PST,Winter Weather,0,0,0,0
331,N COLUMBIA/SE WALLA WALL...,N COLUMBIA/SE WALLA WALL...,WA,2005-01-17,11:00:00 AM,PST,Winter Weather,0,0,0,0
332,E YAKIMA (ZONE),E YAKIMA (ZONE),WA,2005-03-16,1:00:00 PM,PST,Wildfire,0,0,0,3000
333,YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2005-04-12,11:00:00 PM,PST,Frost/freeze,0,0,0,50000000
334,YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2005-04-13,11:00:00 PM,PST,Frost/freeze,0,0,0,50000000
335,BENTON/FRANKLIN/WALLA WA...,BENTON/FRANKLIN/WALLA WA...,WA,2005-06-17,12:00:00 AM,PST,Wildfire,0,0,0,0
336,LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2005-06-25,4:00:00 PM,PST,Wildfire,0,0,46000,0
337,YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2005-07-19,11:00:00 AM,PST,Heat,1,0,0,0
338,LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2005-07-23,12:00:00 AM,PST,Wildfire,0,0,0,0
339,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2005-08-05,12:00:00 AM,PST,Wildfire,0,0,0,0
340,BENTON/FRANKLIN/WALLA WA...,BENTON/FRANKLIN/WALLA WA...,WA,2005-08-09,12:00:00 AM,PST,Wildfire,0,0,0,0
341,LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2005-08-19,12:00:00 AM,PST,Wildfire,0,0,0,0
342,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2005-11-05,3:00:00 PM,PST,Heavy Snow,0,0,0,0
343,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2005-11-05,3:00:00 PM,PST,Heavy Snow,0,0,0,0
344,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2005-11-24,9:00:00 PM,PST,Winter Weather,0,0,250000,0
345,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2005-11-25,3:30:00 AM,PST,Heavy Snow,0,0,0,0
346,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2005-11-25,3:30:00 AM,PST,Heavy Snow,0,0,0,0
347,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2005-11-28,2:00:00 PM,PST,Heavy Snow,0,0,0,0
348,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2005-11-28,2:00:00 PM,PST,Heavy Snow,0,0,0,0
349,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2005-11-30,2:30:00 PM,PST,Heavy Snow,0,0,0,0
350,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2005-11-30,2:30:00 PM,PST,Heavy Snow,0,0,0,0
351,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2005-11-30,2:30:00 PM,PST,Heavy Snow,0,0,0,0
352,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2005-12-01,12:01:00 AM,PST,Winter Weather,0,0,0,0
353,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2005-12-01,12:01:00 AM,PST,Winter Weather,0,0,0,0
354,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2005-12-01,12:01:00 AM,PST,Winter Weather,0,0,0,0
355,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2005-12-01,12:01:00 AM,PST,Winter Weather,0,0,0,0
356,KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2005-12-01,4:00:00 AM,PST,Heavy Snow,0,0,0,0
357,YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2005-12-01,4:00:00 AM,PST,Heavy Snow,0,0,0,0
358,X SE WALLA WALLA/S COLUM...,X SE WALLA WALLA/S COLUM...,WA,2005-12-03,5:11:00 AM,PST,Heavy Snow,0,0,0,0
359,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2005-12-19,4:00:00 AM,PST,Winter Weather,0,0,0,0
360,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2005-12-19,4:00:00 AM,PST,Winter Weather,0,0,0,0
361,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2005-12-29,2:00:00 PM,PST,Heavy Snow,0,0,0,0
362,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2005-12-29,2:00:00 PM,PST,Heavy Snow,0,0,0,0
363,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2005-12-29,2:00:00 PM,PST,Heavy Snow,0,0,0,0
364,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2005-12-29,2:00:00 PM,PST,Heavy Snow,0,0,0,0
365,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2006-01-08,3:00:00 PM,PST,Winter Storm,0,0,0,0
366,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2006-01-12,1:00:00 PM,PST,Winter Storm,0,0,0,0
367,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2006-01-13,4:00:00 AM,PST,Heavy Snow,0,0,0,0
